iter	RMSE
688	1.570020948
689	1.569538258
690	1.568890745
691	1.568437224
692	1.568124424
693	1.567697571
694	1.567314937
695	1.567024343
696	1.566752305
697	1.566442923
698	1.566283408
699	1.565795896
700	1.565303022
701	1.564944207
702	1.564624944
703	1.564197824
704	1.563812229
705	1.563384404
706	1.563112488
707	1.562548803
708	1.562216285
709	1.561590466
710	1.561023292
711	1.560717584
712	1.560265975
713	1.560040627
714	1.559364143
715	1.558769103
716	1.558125207
717	1.557954969
718	1.557665616
719	1.557148753
720	1.556561851
721	1.556184421
722	1.555528121
723	1.55511487
724	1.554839184
725	1.554383057
726	1.554053444
727	1.553845101
728	1.553392923
729	1.552737972
730	1.552406781
731	1.552159099
732	1.551997076
733	1.551419223
734	1.551274589
735	1.550895779
736	1.550577947
737	1.550138969
738	1.549676388
739	1.549325936
740	1.548803772
741	1.548325708
742	1.54777277
743	1.547121081
744	1.546744883
745	1.54626802
746	1.54589301
747	1.5456156
748	1.545153368
749	1.544707224
750	1.544273945
751	1.543657883
752	1.543265022
753	1.543025751
754	1.542615734
755	1.54199225
756	1.541656305
757	1.541130357
758	1.540641949
759	1.540046581
760	1.539567829
761	1.53925789
762	1.538866664
763	1.538297619
764	1.537753572
765	1.537387884
766	1.537018791
767	1.536469991
768	1.536050693
769	1.535865106
770	1.535777268
771	1.535274891
772	1.535028437
773	1.534544746
774	1.534057154
775	1.533576149
776	1.532852026
777	1.532222066
778	1.532053924
779	1.531477884
780	1.531115374
781	1.530709918
782	1.530475167
783	1.530055967
784	1.529494642
785	1.529002424
786	1.528487741
787	1.527892428
788	1.527673948
789	1.527130505
790	1.526635761
791	1.526241122
792	1.526188921
793	1.52581323
794	1.525143628
795	1.524828353
796	1.524316889
797	1.52388831
798	1.523181676
799	1.523009986
800	1.522713799
801	1.522512196
802	1.521945729
803	1.52167918
804	1.521536127
805	1.521082368
806	1.5204965
807	1.520160564
808	1.519837851
809	1.519477302
810	1.518841391
811	1.518290618
812	1.517829231
813	1.517436594
814	1.517044263
815	1.516398066
816	1.516265148
817	1.515864032
818	1.515495016
819	1.51503775
820	1.514479152
821	1.514208523
822	1.513829997
823	1.513470722
824	1.513095511
825	1.51258067
826	1.512156975
827	1.511837521
828	1.511376827
829	1.511118959
830	1.510828868
831	1.510285458
832	1.510020708
833	1.509738293
834	1.50933142
835	1.508680743
836	1.508285078
837	1.508020014
838	1.507603849
839	1.507200072
840	1.506964927
841	1.506610117
842	1.505933465
843	1.505531721
844	1.504942368
845	1.504559623
846	1.504122289
847	1.503855174
848	1.503477854
849	1.502883943
850	1.502438924
851	1.501895876
852	1.501576869
853	1.501060907
854	1.500626314
855	1.500282832
856	1.500103675
857	1.499476454
858	1.499213426
859	1.498870417
860	1.498613263
861	1.497972562
862	1.497167556
863	1.496904829
864	1.496516503
865	1.496207568
866	1.495793628
867	1.495391112
868	1.495040406
869	1.494788463
870	1.494440502
871	1.494292948
872	1.493887624
873	1.493519323
874	1.493208441
875	1.492978407
876	1.492613279
877	1.492204523
878	1.491665047
879	1.491225982
880	1.490920751
881	1.490450838
882	1.49007171
883	1.489645217
884	1.489150025
885	1.488793766
886	1.488560793
887	1.488181923
888	1.487947449
889	1.487664456
890	1.486987096
891	1.486525503
892	1.486096726
893	1.485749392
894	1.485318902
895	1.484929721
896	1.484482115
897	1.48424956
898	1.484022749
899	1.483789136
900	1.483505478
901	1.483142218
902	1.482683791
903	1.482252325
904	1.481943094
905	1.48160541
906	1.481039089
907	1.480573268
908	1.480119387
909	1.479627048
910	1.479285435
911	1.478825855
912	1.478504314
913	1.478061434
914	1.477748993
915	1.477366416
916	1.476997213
917	1.476455661
918	1.476163751
919	1.475875961
920	1.475537489
921	1.475305457
922	1.474682968
923	1.474083013
924	1.473743531
925	1.473242982
926	1.473003315
927	1.472448251
928	1.472022406
929	1.471488548
930	1.471098998
931	1.470664035
932	1.47046534
933	1.469972619
934	1.469465319
935	1.468944502
936	1.468363915
937	1.468048348
938	1.467676758
939	1.467300697
940	1.466787665
941	1.4664545
942	1.466034489
943	1.465761325
944	1.465385261
945	1.464716452
946	1.464422593
947	1.46411595
948	1.463900519
949	1.46355269
950	1.462980555
951	1.46254854
952	1.462202457
953	1.461901248
954	1.461513232
955	1.460954483
956	1.460417214
957	1.459946163
958	1.459441313
959	1.459137561
960	1.458744828
961	1.458379345
962	1.45787025
963	1.457339005
964	1.456984699
965	1.456366009
966	1.455856705
967	1.455456118
968	1.455118567
969	1.45464241
970	1.454209327
971	1.453997912
972	1.453520014
973	1.453287522
974	1.45295184
975	1.452338583
976	1.451826411
977	1.451465641
978	1.451241105
979	1.450938521
980	1.450893188
981	1.450596053
982	1.450261774
983	1.449708956
984	1.449317849
985	1.44904755
986	1.448566933
987	1.448056801
988	1.447758236
989	1.447324319
990	1.447092738
991	1.446823494
992	1.446555272
993	1.44619977
994	1.445714502
995	1.445391463
996	1.445334235
997	1.444861469
998	1.444492259
999	1.444314785
